"Time,s","Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvis course,deg","Pelvis pitch,deg","Pelvis roll,deg","Thigh course LT,deg","Thigh pitch LT,deg","Thigh roll LT,deg","Shank course LT,deg","Shank pitch LT,deg","Shank roll LT,deg","Foot course LT,deg","Foot pitch LT,deg","Foot roll LT,deg","Thigh course RT,deg","Thigh pitch RT,deg","Thigh roll RT,deg","Shank course RT,deg","Shank pitch RT,deg","Shank roll RT,deg","Foot course RT,deg","Foot pitch RT,deg","Foot roll RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","Thigh LT Rot X,","Thigh LT Rot Y,","Thigh LT Rot Z,","Shank LT Rot X,","Shank LT Rot Y,","Shank LT Rot Z,","Foot LT Rot X,","Foot LT Rot Y,","Foot LT Rot Z,","Thigh RT Rot X,","Thigh RT Rot Y,","Thigh RT Rot Z,","Shank RT Rot X,","Shank RT Rot Y,","Shank RT Rot Z,","Foot RT Rot X,","Foot RT Rot Y,","Foot RT Rot Z,"
2.69,16.6215,-16.5649,-4.60678,-0.0845706,0.648703,-0.540032,6.10608,24.429,-5.45597,4.19781,0.130373,2.49087,1.84145,-7.00113,87.9081,7.10121,-0.833566,86.942,23.6564,-5.79321,87.375,17.5742,-1.84925,85.6737,12.0555,-2.32786,87.5997,-9.46862,-0.663668,89.7525,-33.6749,-8.85876,80.9835,-30.3142,-1.97071,258.79,175.783,97.6544,652.354,61.992,282.713,198.232,-1980.96,109.385,816.364,-1173.81,806.608,-26.3697,-1043.0,80.5363,1101.08,-840.804,277.845,-638.209,-70.7789,936.051,0.00932182,-0.601329,0.0523253,-0.518233,-0.583256,-0.578693,-0.478927,-0.493109,-0.6175,-0.102835,-0.173572,-0.933046,0.528968,-0.529038,0.447505,0.669888,-0.202025,0.381161,-0.499429,0.00242265,-0.846592
2.7,16.1826,-16.1889,-4.98441,0.722597,1.80747,0.668047,7.23864,26.7691,-5.97738,1.68899,0.207463,1.60623,1.19388,-8.2363,87.9137,7.25386,-0.362644,85.8437,23.2537,-6.15267,86.4362,16.0466,-2.69995,85.509,10.0181,-3.0549,88.6916,-8.92205,-1.19167,91.6066,-35.3636,-10.5724,81.3525,-34.7913,-3.18393,230.955,26.3626,332.521,1144.52,139.12,222.155,78.1369,-1156.28,452.636,1172.8,-1060.01,819.335,-12.212,-902.841,80.0444,1286.63,-1125.02,187.491,-204.536,-195.333,1080.55,0.0128289,-0.602477,0.0502301,-0.522157,-0.577784,-0.580893,-0.486849,-0.495828,-0.605057,-0.121136,-0.175494,-0.929727,0.518134,-0.53543,0.446948,0.666528,-0.193517,0.36891,-0.533274,-0.00451731,-0.826899
2.71,16.322,-15.622,-5.02546,1.64698,3.41166,2.03069,8.98622,29.3211,-6.12833,-1.21063,0.0668871,0.596699,0.276295,-9.57457,87.8942,7.41564,0.188197,84.2486,23.4064,-6.3033,85.0731,14.4594,-3.68211,85.1911,8.32579,-3.70968,89.8956,-8.15014,-1.74993,93.7778,-36.9919,-12.5748,81.9464,-39.6683,-4.52201,276.853,-128.411,319.825,1040.05,-145.011,727.023,209.952,-315.459,445.82,1047.33,-147.957,568.82,-109.37,-507.349,-2.45966,1268.08,-1399.43,-40.5512,300.291,-182.099,1210.94,0.0170665,-0.603686,0.0479583,-0.523168,-0.569042,-0.58951,-0.493573,-0.500913,-0.590185,-0.136098,-0.177769,-0.926125,0.50678,-0.542208,0.447677,0.66188,-0.185082,0.356189,-0.569198,-0.0109545,-0.803976
2.72,17.0322,-14.639,-5.10253,2.48734,4.02805,3.11408,11.3326,32.2216,-5.90775,-4.25432,0.0714218,-0.461979,0.28022,-10.4603,87.8523,7.4351,0.79425,83.707,24.1047,-6.04842,84.7662,12.8198,-4.13483,84.9115,6.90738,-4.16577,90.7853,-7.09983,-2.08412,95.7181,-38.6457,-14.5206,82.9229,-44.6794,-6.05571,187.496,-180.673,355.466,284.162,-565.904,535.648,327.158,232.392,379.378,771.002,872.977,520.509,-227.558,-308.606,-132.822,1236.33,-1353.5,-350.107,1179.7,-421.909,1214.87,0.0218763,-0.603892,0.0456267,-0.522781,-0.558981,-0.601388,-0.502865,-0.499216,-0.580005,-0.148373,-0.179,-0.922941,0.496352,-0.549758,0.449647,0.658343,-0.175212,0.34398,-0.605089,-0.0165336,-0.778993
2.73,17.7497,-13.2633,-5.60193,3.24687,3.4318,3.56545,13.5745,35.5858,-5.53623,-7.00033,0.160983,-1.45012,1.28415,-10.6104,87.8188,7.33718,1.43812,84.5329,24.792,-5.61792,85.7411,11.2676,-4.12271,84.8541,5.65334,-4.35317,91.0685,-5.79719,-2.17866,97.0622,-40.4946,-16.159,84.3042,-49.4625,-7.89531,6.34472,-198.724,427.727,95.2154,-1069.36,-475.091,250.974,191.403,-278.815,528.814,676.247,134.803,-242.667,-187.956,-70.768,1257.34,-886.216,-472.172,1549.33,-416.967,1367.65,0.0269393,-0.603267,0.043064,-0.523018,-0.552154,-0.609621,-0.515286,-0.490041,-0.576044,-0.159026,-0.178122,-0.920723,0.486031,-0.558598,0.452341,0.657773,-0.162613,0.332462,-0.638412,-0.0218216,-0.753713
2.74,17.9406,-11.7335,-6.0726,3.89988,2.05618,3.30847,15.1805,39.3131,-5.20297,-9.36269,0.413793,-2.17749,2.76609,-9.84508,87.7629,7.28275,2.07167,86.2028,25.0568,-4.76349,87.387,9.91843,-3.8057,84.9651,4.53931,-4.39833,90.6547,-4.32973,-2.09216,97.6274,-42.5674,-17.2736,86.311,-53.8749,-10.1511,-77.6389,-108.891,333.5,-0.989765,-1593.76,-1038.06,-161.117,-347.198,-758.296,410.719,52.7992,215.84,-96.6613,56.1505,-150.391,1141.12,-298.324,-261.707,1098.65,-719.264,1565.87,0.032045,-0.602913,0.0407111,-0.520573,-0.554294,-0.609164,-0.528046,-0.476857,-0.576376,-0.168464,-0.17614,-0.919234,0.475419,-0.568686,0.455101,0.660946,-0.147573,0.321785,-0.668458,-0.0262715,-0.729231
2.75,17.6049,-9.97509,-6.3052,4.39125,0.629499,2.96046,16.1576,43.2377,-4.79689,-11.4369,0.52376,-2.90139,4.24019,-8.71043,87.6987,7.2192,2.62981,87.8817,24.7652,-3.72094,88.9547,8.63925,-3.58966,85.0149,3.5795,-4.35543,90.2036,-2.64998,-1.91915,98.1512,-44.6258,-18.2274,89.2268,-57.8649,-13.2414,-157.717,85.4464,261.712,-278.322,-1811.54,-634.291,-425.765,-905.266,-1041.5,346.751,-158.696,106.881,166.994,204.58,-313.501,1002.93,45.8839,0.0,634.711,-853.535,1743.61,0.0366019,-0.602471,0.0387166,-0.516591,-0.561996,-0.602152,-0.540199,-0.46435,-0.576458,-0.176352,-0.173796,-0.917853,0.464935,-0.579658,0.458346,0.66467,-0.133323,0.310712,-0.695354,-0.0312912,-0.70586
2.76,17.1245,-8.09612,-6.48489,4.81624,-0.270722,2.9927,16.9165,47.0511,-4.259,-13.3902,0.251677,-3.7311,5.26845,-7.84414,87.6791,7.15777,3.07345,88.968,24.2703,-3.01813,89.9928,7.38457,-3.69129,85.0034,2.78406,-4.18835,90.2378,-0.833357,-1.81232,99.3574,-46.3685,-19.5742,93.1459,-61.4305,-17.3202,-214.837,228.025,272.466,-349.14,-1582.07,-330.556,-364.273,-1221.21,-806.633,187.445,70.2498,64.4143,447.747,44.4032,-328.611,820.316,66.9119,-9.30262,-110.83,-605.432,1979.02,0.0400628,-0.60204,0.0369142,-0.514046,-0.568408,-0.59494,-0.551112,-0.455522,-0.573705,-0.182512,-0.170874,-0.916679,0.453759,-0.590967,0.461953,0.665464,-0.122061,0.299185,-0.719493,-0.0369401,-0.683443
2.77,16.5364,-6.21716,-6.62718,5.13418,-0.487581,3.37058,17.4294,50.5643,-3.72749,-15.4811,-0.199528,-4.40123,5.61382,-7.16292,87.7405,7.10182,3.42772,89.3391,23.6306,-2.70174,90.3839,6.23664,-3.98568,85.0417,2.11848,-3.99191,90.7387,0.996304,-1.67666,101.198,-47.6984,-21.3621,98.5679,-64.661,-22.5768,-155.755,318.361,263.18,-487.311,-628.44,-519.031,-217.278,-1166.5,-713.848,219.737,121.11,-32.7266,684.08,-256.815,-316.383,544.422,-29.3133,-96.2127,-921.857,-110.315,2293.52,0.0424137,-0.60167,0.0349252,-0.513545,-0.572338,-0.588589,-0.559534,-0.450877,-0.56849,-0.18762,-0.167872,-0.915859,0.440626,-0.603797,0.463611,0.663145,-0.113668,0.28818,-0.741961,-0.0409572,-0.661425
2.78,15.8587,-4.31056,-6.81828,5.28298,-0.321307,4.00259,17.6847,53.725,-3.21352,-17.8968,-0.697213,-4.63656,5.60204,-6.43079,87.8802,7.00724,3.73257,89.3331,22.845,-2.66326,90.4381,5.19895,-4.30956,85.0915,1.56654,-3.77064,91.6067,2.80827,-1.38122,103.431,-48.5745,-23.4426,106.235,-67.5028,-29.4794,-48.8314,313.974,219.722,-580.101,106.402,-780.276,-123.066,-894.021,-698.711,115.174,-28.3386,60.5183,989.257,-626.004,-406.758,270.018,-29.3133,-48.3633,-1126.03,-386.227,2061.1,0.0439917,-0.601057,0.0326158,-0.515074,-0.574577,-0.582367,-0.566099,-0.448373,-0.562449,-0.191754,-0.164861,-0.915291,0.427334,-0.617444,0.463656,0.658329,-0.107817,0.278581,-0.763286,-0.0413947,-0.639598
2.79,15.2209,-2.51533,-7.22144,5.22464,0.174236,4.7337,17.8007,56.3526,-2.72772,-20.3825,-1.25385,-4.70132,5.35087,-5.05628,88.0702,6.84942,3.99725,89.0159,22.0218,-3.01023,90.2365,4.26975,-4.69181,85.126,1.10794,-3.55163,92.6426,4.4275,-0.881109,105.599,-49.0522,-25.4032,116.89,-69.2967,-39.052,99.1296,214.36,220.702,-236.801,341.319,-665.016,-8.7904,-681.64,-679.184,39.0575,13.7218,12.727,1026.84,-429.699,-381.318,76.6593,68.8521,-317.882,-537.629,-650.914,1460.99,0.0449941,-0.600026,0.0300977,-0.518816,-0.57561,-0.576338,-0.571307,-0.44776,-0.555755,-0.195099,-0.162067,-0.914826,0.416651,-0.629885,0.462883,0.652712,-0.104301,0.270929,-0.781733,-0.0422333,-0.619742
2.8,14.6065,-0.926922,-7.84626,5.03891,0.944249,4.92619,17.7961,58.4555,-2.34503,-22.4902,-1.81275,-4.38793,4.86421,-3.13947,88.2629,6.69737,4.21423,88.3904,21.2035,-3.72061,89.7822,3.4648,-5.07044,85.1413,0.696014,-3.32584,93.1466,5.82233,-0.331834,106.753,-49.3665,-26.5716,127.428,-69.8083,-48.4977,258.79,57.1318,220.212,437.031,208.453,-245.129,11.2322,-591.802,-488.261,114.712,92.7715,41.9472,768.074,-7.83151,-334.936,-3.42073,157.736,-434.088,2174.76,-1662.59,1441.46,0.0456302,-0.599039,0.0277714,-0.524713,-0.575238,-0.570982,-0.574844,-0.448872,-0.548729,-0.198027,-0.15936,-0.914391,0.407131,-0.641596,0.460804,0.649725,-0.101165,0.266932,-0.794965,-0.0433022,-0.604387
2.81,14.0175,0.552636,-8.41544,4.74987,1.70302,4.48478,17.7218,60.2478,-2.00539,-22.3422,-2.26283,-3.53336,4.30926,-1.17563,88.4221,6.54745,4.39985,87.744,20.4011,-4.38133,89.2736,2.74734,-5.3645,85.172,0.344963,-3.13618,92.9848,7.10356,0.214132,106.791,-49.6776,-26.9088,131.572,-68.488,-51.8419,354.491,-104.484,208.495,848.625,-278.33,-138.68,-8.7904,-545.916,-210.45,170.377,-126.032,57.1417,465.34,249.057,-301.273,-77.6242,537.13,-468.266,1104.44,-2083.5,1584.46,0.0462083,-0.598054,0.0258184,-0.531836,-0.572178,-0.567705,-0.577401,-0.450201,-0.542198,-0.200542,-0.157037,-0.914051,0.398974,-0.652541,0.458306,0.650017,-0.0974235,0.266337,-0.794304,-0.0455605,-0.605694
2.82,13.3914,1.99452,-8.67221,4.3147,2.18545,3.5204,17.6382,61.9477,-1.58284,-20.521,-2.67095,-2.84241,3.90895,0.744636,88.5199,6.42429,4.52553,87.3161,19.6087,-4.67272,88.9216,2.04388,-5.62807,85.1873,0.0852262,-2.97136,92.2351,8.38292,0.751117,105.809,-50.1267,-26.3887,130.524,-66.3924,-50.6827,348.147,-213.374,176.754,422.382,-752.968,-162.602,58.1143,-555.166,121.093,134.702,-255.793,90.3878,392.565,149.39,-193.821,-150.38,885.272,-526.857,431.141,-1647.43,1409.16,0.0466504,-0.597231,0.0245512,-0.538502,-0.567224,-0.566141,-0.580331,-0.450699,-0.536357,-0.202351,-0.155121,-0.913804,0.391424,-0.663546,0.455199,0.654034,-0.0930764,0.267623,-0.784379,-0.0511062,-0.618161
2.83,12.6323,3.43807,-8.82636,3.87901,2.36203,2.48206,17.3946,63.591,-1.15498,-17.5721,-2.96004,-2.50186,3.68132,2.45566,88.5394,6.34401,4.6192,87.1156,18.7527,-4.77599,88.741,1.43492,-5.8087,85.1949,-0.0852262,-2.85395,91.336,9.7284,1.20632,104.489,-50.5631,-25.4905,126.879,-63.7473,-47.376,273.919,-269.037,138.664,82.9918,-922.358,-99.1446,109.392,-582.492,266.606,50.744,-323.656,122.076,438.474,-65.9029,-118.626,-198.227,705.092,-589.868,-681.142,-1137.24,1105.51,0.0472562,-0.596677,0.0239791,-0.544144,-0.563498,-0.563312,-0.583156,-0.450298,-0.531888,-0.20351,-0.153782,-0.913644,0.384312,-0.674012,0.452779,0.659237,-0.089392,0.269368,-0.768004,-0.0586339,-0.637752
2.84,11.7285,4.96201,-8.98279,3.49844,2.23884,1.92449,16.9745,65.1609,-0.73827,-14.2944,-3.10968,-2.68919,3.64129,3.59677,88.492,6.29353,4.69031,87.1485,17.8075,-4.80197,88.7471,0.909947,-5.90705,85.2026,-0.198861,-2.79524,90.8662,11.1903,1.63648,103.662,-50.7425,-24.8107,122.911,-60.8966,-43.984,191.897,-230.962,116.699,256.349,-579.136,55.6503,88.8807,-549.786,210.45,51.2053,-267.128,112.335,521.474,-175.766,-10.2603,-264.141,306.138,-412.604,-1132.78,-902.368,854.508,0.0480275,-0.596304,0.0239681,-0.548714,-0.562149,-0.558092,-0.586019,-0.448846,-0.528823,-0.204328,-0.153066,-0.913519,0.378515,-0.682993,0.45284,0.662437,-0.0883095,0.270451,-0.74916,-0.0670128,-0.658981
2.85,10.7459,6.53032,-8.97276,3.12376,1.95969,1.94914,16.4918,66.3865,-0.288611,-11.2387,-3.15503,-3.32694,3.646,4.11535,88.3914,6.27498,4.71179,87.2652,16.8345,-4.66943,88.8072,0.416476,-5.98146,85.2141,-0.249591,-2.82234,90.9378,12.7182,2.12005,103.355,-50.4171,-24.3723,119.293,-57.9878,-41.0914,111.819,-144.53,91.7958,325.187,-262.65,143.531,80.5787,-498.519,77.6485,-32.753,-193.895,29.7397,533.686,-114.739,12.72,-325.188,-43.9437,-312.486,-1331.53,-681.152,637.15,0.0487234,-0.596129,0.0245844,-0.552919,-0.560277,-0.553139,-0.588832,-0.447124,-0.526195,-0.204815,-0.153158,-0.91342,0.375455,-0.689425,0.456498,0.662686,-0.0912569,0.272308,-0.729488,-0.0758061,-0.679749
2.86,9.75156,8.1338,-8.8031,2.71,1.65759,2.37206,16.0044,67.2218,0.144571,-8.64794,-3.10061,-4.07571,3.5887,4.08946,88.2489,6.27955,4.68687,87.352,15.8764,-4.42836,88.8193,-0.0559968,-6.01687,85.2332,-0.288146,-2.91039,91.3764,14.2863,2.70572,103.4,-49.5522,-24.1977,116.175,-55.1058,-38.7253,53.7092,-69.8299,51.2753,139.656,-185.523,1.44981,35.1616,-345.687,-82.4989,-26.9097,-137.666,46.8822,522.964,61.0267,-32.2567,-336.898,-169.43,-157.733,-1363.73,-504.415,487.767,0.0492785,-0.596101,0.0256937,-0.556866,-0.557523,-0.549023,-0.591201,-0.445541,-0.52363,-0.205337,-0.153746,-0.913306,0.375202,-0.693347,0.463511,0.659912,-0.0973063,0.276318,-0.709701,-0.0843364,-0.699366
2.87,8.69842,9.69626,-8.56184,2.23791,1.37703,2.88649,15.4497,67.6793,0.545863,-6.54664,-2.99292,-4.70305,3.44584,3.88799,88.059,6.31117,4.61104,87.358,14.8845,-4.18334,88.741,-0.498721,-6.0385,85.2562,-0.318584,-3.03683,91.8618,15.8273,3.35095,103.341,-48.3253,-23.945,113.525,-52.2954,-36.7213,0.0,-16.119,9.26906,-79.0822,-184.073,-162.1,13.674,-177.257,-201.669,-50.744,-50.2636,-21.9476,487.777,196.305,-63.9512,-409.171,-221.659,-104.487,-1304.64,-419.899,413.143,0.0496946,-0.596244,0.0273624,-0.560208,-0.555502,-0.544191,-0.593021,-0.444462,-0.520938,-0.20587,-0.154695,-0.913154,0.377054,-0.695181,0.472684,0.656055,-0.105199,0.282701,-0.690067,-0.0916257,-0.717797
2.88,7.61632,11.1901,-8.30097,1.72406,1.16579,3.20037,14.8509,67.7654,0.878589,-4.91973,-2.86594,-5.18295,3.20408,3.85045,87.8355,6.34736,4.47311,87.2502,13.8619,-4.00838,88.5545,-0.923947,-6.06047,85.2754,-0.387576,-3.18134,92.0951,17.3106,3.93946,102.807,-46.897,-23.2986,111.279,-49.5832,-34.9733,-65.9215,-7.80827,-9.26906,-215.323,-60.9951,-138.178,10.2555,-70.3102,-280.279,29.8313,111.266,-0.51947,422.867,283.708,-74.7034,-482.892,-166.021,-64.4502,-1225.04,-399.88,388.178,0.0498081,-0.596409,0.029527,-0.563553,-0.553813,-0.538845,-0.594354,-0.443985,-0.517926,-0.206777,-0.15569,-0.912903,0.379994,-0.695399,0.483003,0.652986,-0.114116,0.291451,-0.670775,-0.097385,-0.735053
2.89,6.54508,12.6035,-8.08114,1.19255,1.01123,3.33549,14.2522,67.4841,1.19112,-3.72024,-2.74691,-5.51253,2.90189,3.97729,87.5841,6.38628,4.28814,87.0497,12.8453,-3.93997,88.2957,-1.34392,-6.06604,85.283,-0.464686,-3.301,92.0889,18.7268,4.44903,101.856,-45.2908,-22.2788,109.326,-46.9805,-33.3126,-118.659,-8.29145,-36.1308,-214.829,-133.319,-175.315,26.3712,-58.0981,-334.47,-26.9097,159.74,-123.504,314.946,387.66,-11.2442,-544.904,-47.8766,-27.3425,-1037.15,-388.153,374.068,0.0497288,-0.596581,0.0321128,-0.567453,-0.551859,-0.533561,-0.595299,-0.443849,-0.514712,-0.207666,-0.156497,-0.912626,0.383653,-0.694193,0.494082,0.650841,-0.124108,0.302181,-0.651813,-0.101061,-0.751364
2.9,5.52359,13.8695,-7.86998,0.568978,0.966263,3.50902,13.672,66.7916,1.43508,-2.82321,-2.63694,-5.72588,2.4898,4.12699,87.3076,6.40514,4.04644,86.7206,11.8495,-3.96267,87.9166,-1.7639,-6.0726,85.2907,-0.598613,-3.41164,92.0671,19.9717,4.99878,100.726,-43.499,-21.0417,107.549,-44.447,-31.6104,-162.595,-26.8651,-48.8272,-139.656,-179.723,-207.044,-4.88356,-90.321,-326.65,30.2926,165.557,15.5841,216.298,463.389,21.0125,-586.918,51.7571,-1.95304,-833.941,-403.314,371.625,0.0493537,-0.596609,0.035117,-0.571305,-0.550312,-0.528029,-0.595784,-0.444337,-0.511032,-0.208992,-0.157114,-0.912248,0.388036,-0.692138,0.50452,0.649023,-0.135497,0.314106,-0.632842,-0.102542,-0.76713
2.91,4.5754,15.0317,-7.58995,-0.118827,1.02106,3.77786,13.1289,65.759,1.64769,-2.12358,-2.57572,-5.75132,1.97881,4.22708,87.0031,6.40453,3.76394,86.2717,10.9013,-3.97681,87.4231,-2.17162,-6.0785,85.2792,-0.742686,-3.47712,92.092,21.0807,5.60005,99.5711,-41.5215,-19.7172,105.884,-41.9181,-29.7521,-181.152,-49.8067,-73.7304,-93.7308,-158.243,-160.65,-55.6726,-61.0604,-207.523,21.0665,115.293,-84.4139,142.073,621.128,71.2599,-618.669,117.673,-44.9198,-607.456,-424.338,392.113,0.048804,-0.596497,0.0384786,-0.57465,-0.548961,-0.522706,-0.595762,-0.445463,-0.506955,-0.210283,-0.157351,-0.911866,0.39286,-0.68945,0.514415,0.647037,-0.148233,0.326862,-0.613369,-0.101404,-0.782835
2.92,3.69506,16.1713,-7.24881,-0.860693,1.11755,4.14815,12.6206,64.5124,1.8284,-1.51946,-2.53831,-5.59405,1.40581,4.22277,86.6651,6.37047,3.45865,85.7599,9.98385,-3.95477,86.8634,-2.5811,-6.08833,85.2715,-0.913138,-3.52453,92.1697,22.118,6.27743,98.4441,-39.398,-18.3732,104.251,-39.3623,-27.7085,-195.308,-83.0112,-78.1201,-85.4662,-119.634,-66.9142,23.9294,85.4241,-63.4736,-19.9901,30.2775,47.7913,59.5698,709.491,140.13,-643.053,125.958,-52.732,-394.479,-487.83,380.309,0.0482725,-0.59614,0.0421925,-0.577678,-0.54751,-0.51769,-0.595497,-0.446948,-0.502571,-0.211752,-0.157401,-0.911449,0.397805,-0.686531,0.523761,0.644764,-0.161958,0.340149,-0.593087,-0.0979533,-0.798603
2.93,2.85092,17.2933,-6.82694,-1.71336,1.1316,4.65736,12.124,63.0601,2.02559,-0.946378,-2.48276,-5.23846,0.885401,4.05797,86.2936,6.31026,3.10911,85.305,9.08227,-3.87814,86.3549,-2.98883,-6.07325,85.26,-1.06736,-3.56743,92.344,23.0826,7.08385,97.4033,-37.1078,-17.0757,102.591,-36.7059,-25.4631,-184.562,-115.23,-95.6959,-76.1624,-94.2569,-33.6802,52.7424,138.686,10.2444,-21.5278,-22.9691,-16.1036,-24.424,724.637,255.383,-696.775,82.5387,-97.6518,-258.323,-556.18,320.746,0.0475725,-0.595594,0.0463257,-0.580554,-0.545873,-0.512856,-0.59533,-0.448051,-0.498474,-0.213093,-0.157451,-0.911063,0.402782,-0.683826,0.532101,0.641823,-0.176612,0.354026,-0.571473,-0.0924396,-0.814653
2.94,2.05834,18.3224,-6.38318,-2.70679,1.0412,5.2486,11.6575,61.3349,2.21162,-0.417075,-2.42154,-4.76723,0.44427,3.80213,85.8802,6.22116,2.7585,84.931,8.21045,-3.76238,85.9246,-3.3983,-6.05686,85.2524,-1.24593,-3.61711,92.5462,23.8899,8.06517,96.3178,-34.6827,-15.7318,100.867,-33.967,-23.0804,-167.967,-143.564,-100.102,-26.3772,-59.545,-98.1409,53.2308,192.371,146.014,-21.0665,-83.9716,24.9346,-42.9698,657.256,293.965,-742.166,42.0035,-88.8631,-178.727,-643.543,247.072,0.0470745,-0.594834,0.0507568,-0.583085,-0.544396,-0.508041,-0.595471,-0.448739,-0.494634,-0.214632,-0.157504,-0.910619,0.40794,-0.682137,0.538012,0.6388,-0.19189,0.368628,-0.548671,-0.0854642,-0.830622
2.95,1.33182,19.2066,-5.88014,-3.71308,0.767671,5.79907,11.2235,59.2635,2.42369,0.0565121,-2.32631,-4.23356,0.143642,3.43672,85.4193,6.09983,2.41841,84.7035,7.38325,-3.55486,85.6388,-3.79203,-6.02343,85.2409,-1.39812,-3.68258,92.6364,24.51,9.04318,95.1667,-32.1132,-14.3627,99.0404,-31.1476,-20.6269,-172.368,-167.472,-92.775,-1.48465,2.90021,-145.483,28.813,166.012,79.112,56.5873,-104.554,33.6357,21.9816,582.487,89.3208,-754.884,-16.6231,-20.0443,-118.669,-705.527,194.293,0.0468969,-0.593833,0.0554776,-0.585019,-0.542982,-0.503455,-0.596039,-0.448657,-0.491478,-0.215991,-0.157743,-0.910208,0.412906,-0.681311,0.541582,0.635654,-0.207539,0.384177,-0.524747,-0.0777585,-0.846209
2.96,0.643288,19.9795,-5.33148,-4.49134,0.399058,6.12906,10.8522,56.8919,2.70274,0.437769,-2.23222,-3.76869,-0.0981162,3.01608,84.9193,5.96663,2.10196,84.5419,6.5868,-3.27301,85.4191,-4.22076,-6.00867,85.2332,-1.5219,-3.76387,92.4373,25.0491,9.7111,93.9053,-29.412,-12.9111,97.1325,-28.2723,-18.2254,-176.751,-152.339,-99.1232,-35.1367,54.6509,-43.4385,9.76711,81.0713,49.8004,8.30357,-54.7381,46.3627,24.9208,624.526,-56.1505,-721.685,-117.201,3.90607,-23.8786,-613.305,157.659,0.0470918,-0.592734,0.0603772,-0.586455,-0.541543,-0.499086,-0.597087,-0.448193,-0.488317,-0.21717,-0.15817,-0.90983,0.416753,-0.680492,0.544535,0.632737,-0.223547,0.400536,-0.500102,-0.0701174,-0.860966
2.97,-0.00723813,20.7272,-4.79925,-4.87565,0.0295078,6.07169,10.511,54.428,3.01473,0.786393,-2.11205,-3.37898,-0.361068,2.62737,84.3914,5.81671,1.81795,84.3624,5.80722,-2.98458,85.1814,-4.66173,-5.96966,85.2256,-1.62539,-3.85192,91.7995,25.6479,9.84157,92.4579,-26.6917,-11.3349,95.1392,-25.3792,-15.8718,-183.113,-120.603,-99.6128,-59.5839,79.1214,71.7655,-24.4178,86.4519,-8.78093,7.38095,10.7388,6.36351,-71.7819,804.651,-3.93546,-648.447,-178.711,64.4502,28.8231,-441.426,139.207,0.0476663,-0.591506,0.0653369,-0.587792,-0.540016,-0.494866,-0.598043,-0.447652,-0.485088,-0.218179,-0.158675,-0.909493,0.418731,-0.679041,0.548437,0.630851,-0.239117,0.417221,-0.475033,-0.0624158,-0.874644
2.98,-0.633336,21.4791,-4.33679,-5.01161,-0.261355,5.74122,10.2279,52.0166,3.34108,1.09363,-2.00095,-2.92394,-0.667975,2.2736,83.8718,5.66892,1.58012,84.117,5.04846,-2.73529,84.8895,-5.1377,-5.93885,85.2103,-1.74511,-3.93772,90.8849,26.3183,9.64256,90.9553,-23.9778,-9.80427,93.1774,-22.4972,-13.5848,-200.203,-82.0255,-120.109,-88.386,125.978,171.858,7.81369,172.36,0.961721,-21.9891,0.447451,13.2465,-167.491,1000.96,129.87,-585.47,-105.979,244.129,37.6268,-304.224,186.016,0.0485418,-0.590289,0.0700487,-0.589397,-0.538266,-0.490875,-0.598966,-0.447311,-0.481402,-0.219307,-0.159171,-0.909086,0.419332,-0.677474,0.552835,0.629273,-0.253719,0.434019,-0.449919,-0.0542881,-0.887086
2.99,-1.2721,22.2193,-3.9546,-5.05443,-0.49367,5.4411,9.95632,49.5926,3.73121,1.2751,-1.85697,-2.44288,-0.960754,1.75546,83.3718,5.52722,1.38097,83.8356,4.2778,-2.53961,84.5646,-5.63992,-5.87197,85.1413,-1.83033,-4.02126,90.0294,26.9812,9.3977,89.6319,-21.2035,-8.41945,91.2741,-19.6778,-11.4184,-229.488,-39.5439,-128.416,-120.108,185.523,150.39,-10.2555,177.74,0.961721,-83.0357,70.2498,-297.397,-178.213,1109.34,247.582,-564.464,-20.5036,248.549,407.744,-1228.03,-288.59,0.0496001,-0.589117,0.0744619,-0.59146,-0.536335,-0.486821,-0.599763,-0.446858,-0.477562,-0.220071,-0.159803,-0.908616,0.418974,-0.676627,0.556564,0.626797,-0.268445,0.450419,-0.425282,-0.0460943,-0.898051
