"Time,s","Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvis course,deg","Pelvis pitch,deg","Pelvis roll,deg","Thigh course LT,deg","Thigh pitch LT,deg","Thigh roll LT,deg","Shank course LT,deg","Shank pitch LT,deg","Shank roll LT,deg","Foot course LT,deg","Foot pitch LT,deg","Foot roll LT,deg","Thigh course RT,deg","Thigh pitch RT,deg","Thigh roll RT,deg","Shank course RT,deg","Shank pitch RT,deg","Shank roll RT,deg","Foot course RT,deg","Foot pitch RT,deg","Foot roll RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","Thigh LT Rot X,","Thigh LT Rot Y,","Thigh LT Rot Z,","Shank LT Rot X,","Shank LT Rot Y,","Shank LT Rot Z,","Foot LT Rot X,","Foot LT Rot Y,","Foot LT Rot Z,","Thigh RT Rot X,","Thigh RT Rot Y,","Thigh RT Rot Z,","Shank RT Rot X,","Shank RT Rot Y,","Shank RT Rot Z,","Foot RT Rot X,","Foot RT Rot Y,","Foot RT Rot Z,"
2.39,21.3308,-0.881706,5.4081,-9.55005,1.2782,1.91406,64.9876,10.8545,-2.70646,1.63726,11.152,-2.08209,-0.985087,-2.06738,81.3076,6.87162,-2.99869,78.6195,28.2079,1.34577,79.4162,-36.6936,-2.82518,80.8594,-39.34,-14.8906,83.2629,5.76925,6.75201,82.2223,-5.02791,4.28913,80.2771,-3.23942,2.31823,-69.8273,223.637,-92.2854,-190.431,-674.299,-260.742,-711.412,-183.604,-153.792,-238.804,437.458,467.264,74.721,84.4474,2.95159,21.4892,72.7326,21.4834,-52.7017,39.0331,0.0,0.027519,-0.598615,0.107639,-0.449602,-0.562083,-0.630885,-0.696365,-0.332683,-0.277494,-0.51518,-0.183544,-0.745244,0.55653,-0.561151,0.520364,0.635144,-0.368757,0.516285,-0.281268,0.0255378,-0.9356
2.4,22.1867,-1.65289,4.93789,-9.16038,1.644,1.76802,62.9151,10.4831,-2.32164,1.95006,9.89363,-2.06011,-0.481162,-2.30466,81.5646,6.77187,-2.88633,78.4399,28.9617,0.753462,79.4282,-33.8938,-2.6475,80.1585,-36.1887,-12.9692,83.4123,4.92472,6.4372,82.4429,-5.50879,4.20647,80.2816,-3.39133,2.27453,-80.5727,226.073,-106.94,-189.441,-748.98,-237.769,-743.155,-80.104,-50.3022,-101.488,425.227,428.173,-11.2185,120.576,10.2603,3.90314,44.4157,0.0,3.85916,-2.93167,35.6836,0.0270118,-0.597966,0.105418,-0.447094,-0.564551,-0.633456,-0.686616,-0.343896,-0.296463,-0.490397,-0.177715,-0.762549,0.558432,-0.557516,0.518234,0.635986,-0.367488,0.51336,-0.282558,0.0252476,-0.935265
2.41,22.8888,-2.43076,4.52606,-8.80711,1.96906,1.64001,60.527,10.0822,-1.91132,2.27799,8.62844,-2.04103,-0.150707,-2.59199,81.8551,6.65084,-2.79696,78.3442,29.536,0.218047,79.4854,-30.9452,-2.48687,79.764,-32.8486,-11.2645,83.6114,4.04947,6.1394,82.7117,-5.9881,4.10988,80.2861,-3.52761,2.21835,-87.8894,174.314,-101.554,-227.052,-827.648,-228.512,-730.946,28.2933,210.951,-11.6865,338.422,352.59,-76.1699,167.491,18.0609,-1.9735,-66.9119,-54.685,16.1602,4.85819,-59.5632,0.0261504,-0.597176,0.103068,-0.445024,-0.567556,-0.634629,-0.676052,-0.355419,-0.316308,-0.464223,-0.172263,-0.780139,0.560408,-0.553894,0.515809,0.636614,-0.366423,0.510277,-0.283721,0.0248342,-0.934972
2.42,23.4081,-3.19524,4.14113,-8.51593,2.3447,1.46221,57.8929,9.66668,-1.4489,2.58602,7.37119,-2.01964,-0.0125589,-2.85084,82.193,6.5061,-2.71682,78.2424,29.899,-0.320328,79.5366,-27.9599,-2.35377,79.6184,-29.4071,-9.76528,83.8011,3.1649,5.89454,82.9667,-6.46105,4.00585,80.2996,-3.6773,2.158,-89.8511,119.637,-121.578,-252.935,-901.332,-165.055,-670.39,10.7611,398.905,29.8313,246.098,289.605,-99.6004,134.244,-1.96773,8.77109,-120.609,-92.3066,22.9138,-7.28729,35.6836,0.0249949,-0.596229,0.100458,-0.443648,-0.571199,-0.634162,-0.664907,-0.367112,-0.336006,-0.437169,-0.167352,-0.797441,0.562541,-0.550497,0.512939,0.637219,-0.365286,0.507298,-0.285003,0.0244212,-0.934668
2.43,23.7953,-3.912,3.78813,-8.22047,2.43978,1.23226,55.0336,9.28681,-1.01678,2.94261,6.15928,-1.98379,0.311617,-3.07734,82.5534,6.32394,-2.62573,78.5088,30.0944,-0.64263,79.9097,-24.9081,-2.38754,79.6108,-25.9372,-8.41508,83.9598,2.29429,5.65866,83.1873,-6.95622,3.89161,80.3086,-3.80687,2.09973,-86.4225,80.0734,-129.395,-264.663,-965.861,-122.063,-637.223,-0.967294,214.338,49.8214,124.988,276.878,-113.758,21.943,-23.8938,13.6829,-122.549,-61.0581,29.7879,-10.219,-28.357,0.0237982,-0.59502,0.0976446,-0.442773,-0.575183,-0.632478,-0.654492,-0.378018,-0.356715,-0.409611,-0.163001,-0.813895,0.564259,-0.5476,0.509655,0.637997,-0.363781,0.504375,-0.286096,0.0240069,-0.934407
2.44,24.093,-4.56344,3.44608,-7.92555,2.07257,0.990928,51.9284,8.95731,-0.725514,3.32068,5.13897,-1.93812,1.02276,-3.29737,82.9305,6.10712,-2.52927,79.3377,30.1717,-0.668283,80.7281,-21.7232,-2.49834,79.6567,-22.4896,-7.22744,84.1185,1.45442,5.43555,83.3975,-7.47203,3.76809,80.3176,-3.93645,2.04146,-82.0395,50.2899,-135.254,-277.827,-972.205,-49.7953,-584.969,-21.9455,102.528,59.5089,92.7715,277.787,-95.2124,-101.588,-28.3212,22.9364,-125.014,-39.0607,-37.6268,-1.42395,67.4326,0.022561,-0.593569,0.0946954,-0.44241,-0.579305,-0.629946,-0.644864,-0.387214,-0.379746,-0.381891,-0.159593,-0.829064,0.565455,-0.545282,0.506041,0.638837,-0.362097,0.501396,-0.287205,0.0235939,-0.934136
2.45,24.3382,-5.14789,3.13686,-7.606,1.43136,0.770459,48.5887,8.65929,-0.671299,3.70194,4.30345,-1.87625,1.98352,-3.5381,83.3327,5.84652,-2.42808,80.5198,30.1589,-0.489044,81.7782,-18.3949,-2.55374,79.7103,-19.1414,-6.17979,84.3176,0.634097,5.1992,83.6491,-7.99735,3.63434,80.3446,-4.07273,1.99152,-75.2,48.3378,-135.254,-272.482,-942.841,-6.35685,-505.367,-167.946,20.4888,48.8988,103.958,337.396,-51.2491,-204.58,-39.5654,53.2405,-115.26,1.95304,41.0036,9.80015,5.83421,0.0212274,-0.59181,0.0915448,-0.442795,-0.582754,-0.627281,-0.634987,-0.395221,-0.404505,-0.354636,-0.157019,-0.842641,0.566173,-0.543275,0.502316,0.639546,-0.360532,0.498229,-0.28836,0.023302,-0.933877
2.46,24.559,-5.68629,2.87143,-7.21954,0.699756,0.584126,45.0959,8.42004,-0.9142,4.12458,3.61644,-1.78605,3.05809,-3.83147,83.7657,5.56766,-2.31572,81.8426,30.1043,-0.198643,82.8916,-14.9546,-2.5144,79.7563,-15.9799,-5.26987,84.5758,-0.163878,4.91275,83.9593,-8.55918,3.47459,80.3761,-4.20231,1.9499,-75.6771,51.2756,-132.806,-279.312,-895.531,-26.3754,-416.486,-454.084,-236.834,105.486,76.2158,467.783,-29.3089,-252.899,-1.4758,57.1437,-174.778,26.8799,-99.6146,51.2623,61.0556,0.0198429,-0.589923,0.0881408,-0.443705,-0.585279,-0.624987,-0.624258,-0.402668,-0.430043,-0.328562,-0.155174,-0.854424,0.566273,-0.541434,0.498701,0.640115,-0.358992,0.494736,-0.289457,0.0230712,-0.933632
2.47,24.6992,-6.22386,2.6288,-6.7999,0.153159,0.425293,41.4058,8.21646,-1.51428,4.54643,3.09495,-1.66636,3.98823,-4.16496,84.207,5.29915,-2.19864,82.9678,29.9783,0.0124974,83.7943,-11.3971,-2.31771,79.7678,-13.0396,-4.50671,84.8682,-0.954404,4.60313,84.3039,-9.14958,3.27954,80.3941,-4.36316,1.90828,-113.286,58.0982,-124.026,-310.044,-848.131,-76.6725,-335.46,-803.216,-612.323,241.265,30.725,619.079,-71.7819,-275.359,7.80064,61.5292,-285.634,48.3633,27.8583,48.3307,14.6534,0.0184536,-0.588104,0.0846208,-0.445201,-0.58718,-0.622701,-0.611384,-0.410765,-0.455306,-0.30408,-0.154179,-0.864388,0.566068,-0.53965,0.495086,0.640547,-0.35735,0.491071,-0.290807,0.0228422,-0.933291
2.48,24.6793,-6.77817,2.36428,-6.37491,0.129741,0.274994,37.4905,8.05276,-2.471,4.98341,2.80586,-1.53569,4.46076,-4.49759,84.6539,5.07898,-2.09981,83.4945,29.7403,-0.119054,84.1584,-7.73105,-1.91088,79.7103,-10.3185,-3.92192,85.1762,-1.71513,4.27413,84.6589,-9.75109,3.06871,80.4211,-4.52178,1.86458,-184.562,56.6486,-128.416,-317.368,-795.383,-145.985,-308.112,-1007.32,-755.871,486.835,-45.9383,730.505,-90.3276,-318.876,-15.1093,35.6545,-380.391,4.42003,-81.0424,65.9207,49.2516,0.0169122,-0.58662,0.0811179,-0.4473,-0.589339,-0.619541,-0.59488,-0.420855,-0.478978,-0.281274,-0.154367,-0.872577,0.565872,-0.537628,0.491847,0.640928,-0.355628,0.487342,-0.292143,0.0226121,-0.932968
2.49,24.4305,-7.39277,2.09063,-5.97668,0.770949,0.0237064,33.3618,7.98561,-3.69454,5.46336,2.73217,-1.38189,4.32653,-4.7202,85.0953,4.96008,-2.03815,83.2431,29.3674,-0.673216,83.8544,-3.98802,-1.40702,79.5801,-7.76573,-3.56066,85.3815,-2.43024,3.94324,84.9035,-10.4002,2.84859,80.4481,-4.69604,1.82712,-243.167,64.4569,-127.927,-274.412,-655.267,-114.256,-338.878,-1045.89,-649.914,841.274,-232.973,749.466,-135.74,-364.757,-40.5493,52.7143,-389.673,-51.7554,41.9684,29.8193,13.7036,0.0151284,-0.585844,0.0777807,-0.449896,-0.592034,-0.615184,-0.574484,-0.4339,-0.499958,-0.25986,-0.156212,-0.87922,0.565682,-0.535489,0.488924,0.641796,-0.353018,0.483816,-0.293607,0.022444,-0.932601
2.5,23.9356,-8.09864,1.92234,-5.60895,2.03697,-0.27452,29.052,7.95413,-5.0196,5.96799,2.87501,-1.1801,3.61539,-4.86516,85.5115,4.95734,-2.00077,82.2585,28.8447,-1.477,82.8886,-0.201238,-0.962161,79.3427,-5.26982,-3.50873,85.5184,-3.11927,3.62748,85.0827,-11.0604,2.59967,80.4751,-4.86359,1.80423,-269.041,71.2794,-152.34,-203.149,-498.565,24.9255,-398.458,-947.766,-421.401,1295.36,-415.085,665.052,-187.03,-369.633,-57.1344,28.3306,-352.546,-105.001,-73.6859,-3.43424,45.4525,0.0132805,-0.585878,0.0746833,-0.45287,-0.59409,-0.610577,-0.550683,-0.450148,-0.517599,-0.23911,-0.160645,-0.884499,0.565717,-0.533155,0.486236,0.642806,-0.349814,0.480616,-0.295012,0.0223981,-0.932245
2.51,23.3167,-8.89326,2.01994,-5.34347,3.63133,-0.687486,24.6773,7.95413,-6.28725,6.47421,3.22192,-0.985247,2.64914,-4.86688,85.9081,5.04523,-1.98982,80.8879,28.2704,-2.18869,81.5375,3.60479,-0.72744,78.9635,-2.71304,-3.82257,85.5277,-3.80272,3.40248,85.1241,-11.7445,2.35633,80.5111,-5.06019,1.77301,-256.829,81.5423,-181.16,-207.504,-357.904,191.877,-375.505,-744.635,-231.942,1786.65,-601.076,581.028,-150.394,-353.97,-89.3208,82.536,-231.937,-56.638,29.3055,-14.6583,56.5782,0.0113226,-0.586544,0.0718168,-0.45599,-0.593622,-0.607785,-0.525015,-0.468531,-0.532536,-0.218097,-0.168332,-0.888593,0.566251,-0.530907,0.483265,0.644341,-0.345744,0.477825,-0.296661,0.0222922,-0.931825
2.52,22.6635,-9.74733,2.33463,-5.15827,5.44208,-1.0758,20.3977,7.96882,-7.28065,6.98919,3.67086,-0.771314,1.61068,-4.87681,86.2908,5.18663,-2.00636,79.2689,27.706,-2.79251,79.9398,7.32683,-0.820214,78.4311,0.0243504,-4.48413,85.5557,-4.49454,3.23892,85.1792,-12.4539,2.09906,80.5426,-5.27466,1.74596,-212.893,102.049,-211.432,-259.764,-289.024,354.98,-116.229,-459.948,-218.269,2311.01,-581.537,498.042,-41.5209,-375.469,-187.988,114.243,-120.609,-101.095,-54.6312,3.43424,59.5632,0.00920731,-0.587575,0.0691468,-0.459735,-0.589963,-0.607563,-0.498973,-0.48829,-0.544659,-0.195767,-0.179195,-0.891751,0.56711,-0.528748,0.480013,0.645853,-0.341543,0.474899,-0.298437,0.0222483,-0.931359
2.53,21.9496,-10.6391,2.62287,-4.97842,7.44626,-1.4276,16.2156,8.00659,-7.88285,7.52167,4.16627,-0.536566,0.545526,-4.92124,86.6679,5.34932,-2.05384,77.4344,27.0762,-3.50618,78.1344,10.8809,-1.18246,77.7494,2.98901,-5.35792,85.618,-5.20872,3.05599,85.2723,-13.2078,1.82692,80.5696,-5.51595,1.73347,-155.278,120.12,-248.053,-269.513,-248.512,340.816,218.743,-174.294,-281.241,2790.46,-374.069,506.873,-14.1577,-378.942,-216.31,168.931,-170.898,-22.9739,-54.1488,61.5651,95.2468,0.00690017,-0.588741,0.0666778,-0.46529,-0.583995,-0.608638,-0.473,-0.508488,-0.554123,-0.171457,-0.191988,-0.894189,0.568184,-0.526197,0.476914,0.647371,-0.337228,0.471618,-0.300445,0.022327,-0.930798
2.54,21.2077,-11.5367,2.86641,-4.80982,9.55068,-1.69122,12.1843,8.06326,-8.1013,8.02789,4.41568,-0.246312,-0.520408,-5.03169,87.0338,5.50867,-2.13913,75.4952,26.3819,-4.29747,76.1875,14.2214,-1.8322,76.968,6.14035,-6.14592,85.7642,-5.93872,2.84564,85.455,-13.995,1.49999,80.6101,-5.81755,1.73555,-83.9836,133.784,-281.736,-230.467,-205.099,215.798,362.319,40.0218,-176.748,3101.54,-30.2775,422.849,-61.0187,-381.38,-166.484,155.292,-359.363,-72.7763,-71.7563,54.194,81.5432,0.00434975,-0.589868,0.0644505,-0.471881,-0.577166,-0.609969,-0.447798,-0.528659,-0.561157,-0.145088,-0.20396,-0.896249,0.569501,-0.52322,0.474056,0.64852,-0.332978,0.467979,-0.302953,0.0225921,-0.930091
2.55,20.492,-12.3791,3.04747,-4.64175,11.5268,-1.93207,8.36656,8.18289,-7.99181,8.5166,4.19462,0.100606,-1.47567,-5.15162,87.3914,5.63578,-2.25063,73.7086,25.6559,-5.05685,74.316,17.3135,-2.72716,76.1944,9.39518,-6.58846,85.9353,-6.6501,2.61307,85.6617,-14.825,1.12383,80.6506,-6.18617,1.75636,-3.41095,137.688,-244.136,-62.9986,-207.546,60.0555,502.925,177.257,-164.538,3116.76,-67.8634,184.022,-131.352,-414.553,-133.314,157.704,-538.074,-61.0581,-76.2184,82.5056,133.237,0.00163728,-0.590748,0.0623976,-0.478977,-0.570251,-0.611131,-0.424549,-0.547657,-0.566778,-0.117162,-0.212656,-0.898301,0.570538,-0.520323,0.471279,0.649568,-0.32838,0.464182,-0.305989,0.0230416,-0.9292
2.56,19.7402,-13.141,3.16377,-4.47956,12.8986,-2.15586,4.78089,8.38226,-7.5278,8.97746,3.73888,0.484529,-2.05495,-5.24179,87.7126,5.70967,-2.36728,72.5863,24.8694,-5.52353,72.992,20.1046,-3.50017,75.5663,12.7028,-6.64717,86.0846,-7.33634,2.38334,85.8547,-15.7122,0.703091,80.6866,-6.64639,1.78134,67.8655,120.12,-141.113,244.62,-56.6448,-206.542,658.222,237.773,-325.187,2906.25,-285.175,-229.476,-171.879,-493.164,-133.806,171.387,-658.212,-107.417,-80.0776,51.2623,145.991,-0.000918355,-0.591242,0.0606373,-0.486286,-0.564044,-0.611144,-0.404672,-0.562248,-0.573471,-0.088313,-0.217591,-0.900625,0.571048,-0.517879,0.46829,0.650703,-0.323156,0.460311,-0.309775,0.0235572,-0.928058
2.57,18.887,-13.7682,3.14735,-4.30668,13.53,-2.40193,1.40874,8.72016,-6.71565,9.41125,3.28427,0.877702,-2.28415,-5.27501,87.9975,5.7194,-2.46697,72.2871,23.9658,-5.67975,72.4143,22.5632,-3.83488,75.2484,15.9962,-6.31526,86.1655,-7.95274,2.16496,85.9753,-16.6676,0.275849,80.7046,-7.20044,1.81255,91.7952,47.8546,-77.1409,327.167,549.318,-522.935,449.206,-61.0604,112.312,3031.72,-190.465,-720.765,-125.473,-503.877,-153.834,225.11,-710.441,-88.4006,-121.564,28.3116,213.83,-0.00313463,-0.591279,0.0590851,-0.493325,-0.560374,-0.608328,-0.388459,-0.570875,-0.582328,-0.05947,-0.218751,-0.903537,0.570726,-0.516181,0.465203,0.652254,-0.317134,0.456379,-0.314351,0.0241379,-0.926601
2.58,17.9976,-14.3141,2.85091,-4.11612,13.9825,-2.66223,-1.54799,9.19237,-5.51603,9.80205,2.55645,1.30672,-2.81162,-5.24265,88.235,5.7118,-2.5486,72.1614,22.967,-5.97343,72.0141,24.5091,-4.02239,75.3939,19.1739,-5.45501,86.1811,-8.50676,1.9513,86.0374,-17.6929,-0.196903,80.7091,-7.87513,1.84377,103.035,-80.5759,-31.741,96.2052,1396.45,-513.176,-55.1842,-120.126,565.45,3546.85,-224.62,-1492.18,-54.685,-532.691,-196.773,260.238,-685.532,-22.4599,-96.7202,56.6231,193.886,-0.00497092,-0.591196,0.0577797,-0.498522,-0.562465,-0.601046,-0.375488,-0.576833,-0.589638,-0.0315591,-0.21522,-0.907331,0.569657,-0.515073,0.462111,0.654041,-0.310135,0.452515,-0.319905,0.0247238,-0.924781
2.59,17.357,-14.7713,2.01447,-3.84796,14.7024,-2.84714,-3.71563,9.84297,-3.75141,10.1284,1.6393,1.74789,-3.98352,-5.2021,88.3942,5.7191,-2.57825,71.6676,22.0664,-6.90548,71.2679,25.7603,-4.35218,75.8688,22.2562,-4.24931,86.1779,-8.96395,1.70124,86.0925,-18.7991,-0.701234,80.7046,-8.69728,1.87082,125.003,-178.218,3.9001,315.933,2035.68,-134.776,-292.973,553.715,475.09,3812.57,-1228.55,-2499.56,-19.0425,-584.925,-249.972,262.694,-605.983,-77.1449,-236.374,-6.36591,213.423,-0.00602159,-0.591229,0.0567872,-0.50138,-0.570924,-0.590336,-0.365412,-0.582929,-0.592113,-0.00436726,-0.208901,-0.911349,0.567651,-0.514485,0.459436,0.655999,-0.302462,0.448349,-0.326666,0.0253154,-0.922498
2.6,17.3136,-15.1339,1.15249,-3.4888,15.3178,-2.96425,-4.43741,10.6531,-0.841915,10.3696,1.2085,2.20235,-5.23941,-5.13825,88.4584,5.7188,-2.55204,71.117,21.7312,-7.9306,70.5788,26.1347,-4.82326,76.451,25.6206,-3.50647,86.1313,-9.34012,1.40391,86.1166,-19.9847,-1.25108,80.6776,-9.68474,1.8833,182.618,-226.073,-16.5965,761.723,2487.29,615.722,89.3691,1309.11,533.211,3144.59,-2480.97,-3126.43,-85.4428,-713.85,-226.57,307.12,-627.954,1.95304,-170.888,45.399,257.383,-0.00615071,-0.591233,0.0562261,-0.500926,-0.580187,-0.582457,-0.36142,-0.587696,-0.590492,0.0243334,-0.206759,-0.91459,0.564909,-0.514122,0.457311,0.658114,-0.293928,0.444056,-0.334792,0.025794,-0.919663
2.61,17.7687,-15.4445,0.900286,-3.09218,15.3473,-2.98843,-3.71796,11.5681,2.99188,10.4786,2.07237,2.60593,-6.14757,-5.05628,88.4361,5.71423,-2.45537,71.0272,22.119,-8.2302,70.5577,25.8075,-5.00062,77.2745,29.1575,-3.80902,86.066,-9.67067,1.12408,86.1408,-21.2273,-1.83714,80.6551,-10.8666,1.8292,221.199,-295.419,-100.592,653.789,2420.86,1041.52,477.042,1159.18,403.797,1708.54,-2208.02,-3226.56,-157.225,-782.708,-185.037,287.122,-653.807,-58.1285,-302.221,17.59,304.736,-0.00530249,-0.591231,0.055965,-0.498275,-0.583096,-0.582935,-0.363968,-0.58792,-0.588556,0.052194,-0.21313,-0.91727,0.562183,-0.513834,0.455452,0.660262,-0.284838,0.43957,-0.344493,0.025792,-0.916238
2.62,18.2962,-15.7418,0.691861,-2.73516,14.7614,-3.00028,-2.35331,12.6154,6.44033,10.4611,3.93727,2.96384,-6.50471,-4.95662,88.369,5.74373,-2.32453,71.5419,22.7191,-8.23382,71.2528,25.0533,-4.68754,78.2703,31.8097,-4.90861,85.9633,-9.95094,0.914197,86.1373,-22.5494,-2.43156,80.6146,-12.2495,1.73763,268.546,-334.963,-174.812,231.457,1813.99,538.548,-20.0226,417.508,103.531,117.634,633.74,-940.891,-188.976,-748.057,-144.066,337.424,-675.307,21.0208,-303.185,-2.4291,338.927,-0.00398423,-0.59148,0.0558464,-0.498437,-0.57974,-0.588593,-0.370905,-0.583063,-0.588129,0.0705707,-0.224779,-0.919461,0.559977,-0.513589,0.453834,0.662686,-0.275033,0.434807,-0.355842,0.0254941,-0.912078
2.63,18.7169,-16.0248,0.15324,-2.44291,13.7164,-2.96473,-0.738021,13.8158,5.66379,10.3059,3.11195,3.23154,-8.8234,-4.83927,88.2629,5.83344,-2.18166,72.5474,23.2666,-8.31769,72.4594,23.9999,-4.38628,82.1271,29.9672,-2.65977,85.8637,-10.1539,0.769552,86.1477,-23.9444,-3.02877,80.6146,-13.8424,1.56699,260.734,-261.712,-135.254,32.2169,780.248,43.9403,99.1362,-37.6035,105.455,304.157,3213.89,-3594.73,-171.879,-718.283,-148.915,334.968,-679.187,21.9973,-281.236,-154.29,285.198,-0.002398,-0.592152,0.0559307,-0.501343,-0.574752,-0.594624,-0.382193,-0.575877,-0.588179,0.0524019,-0.207694,-0.930811,0.558374,-0.513412,0.452661,0.665259,-0.264849,0.429537,-0.368854,0.0247183,-0.907213
2.64,18.9766,-16.25,-0.720594,-2.209,12.3956,-2.81869,0.833175,15.1758,2.62354,9.97398,2.34332,3.4871,-8.65464,-4.88544,88.1623,5.95873,-2.03171,73.8971,23.6752,-8.54165,73.997,22.8502,-4.39349,83.368,25.8296,-2.66654,85.8731,-10.261,0.666031,86.2993,-25.4014,-3.74208,80.5606,-15.6877,1.34224,251.474,-130.866,-114.251,89.3758,13.1416,-192.88,208.487,1255.37,153.792,-985.357,-282.192,-629.858,-191.418,-775.911,-225.094,451.185,-771.479,39.5747,-367.706,-53.1889,338.927,-0.000772317,-0.593074,0.0559674,-0.505433,-0.571444,-0.598237,-0.396758,-0.568366,-0.58838,0.0154186,-0.2018,-0.934286,0.556806,-0.513764,0.451723,0.667254,-0.254421,0.423719,-0.383866,0.0234038,-0.901271
2.65,19.0625,-16.3647,-1.75086,-1.95155,9.9844,-2.69732,2.3858,16.7372,-0.26735,9.46696,1.94313,3.64842,-6.89482,-4.91822,88.0869,6.0606,-1.86929,76.4917,24.0511,-8.35847,76.7683,21.683,-3.93847,84.1953,21.7266,-3.14747,85.8824,-10.2815,0.551638,86.4854,-26.9663,-4.49718,80.5561,-17.819,1.01137,193.841,-9.76033,-149.419,140.151,-424.79,-229.014,498.53,197.751,26.8445,2517.06,-526.799,1649.84,-152.837,-844.252,-229.03,545.43,-839.86,28.833,-502.897,25.3799,630.366,0.000806584,-0.593833,0.0557519,-0.509497,-0.570939,-0.5985,-0.415457,-0.554119,-0.593921,-0.0215154,-0.198658,-0.935246,0.554407,-0.514812,0.450947,0.669356,-0.243283,0.41727,-0.401096,0.0214316,-0.894204
2.66,18.8445,-16.4451,-2.7305,-1.62825,6.8889,-2.45124,3.49051,18.4288,-2.34769,8.7339,0.919414,3.66692,-4.52826,-5.07052,88.0171,6.19622,-1.67401,79.8824,24.2941,-7.7165,80.2346,20.8273,-3.0104,85.1375,18.6564,-2.36625,86.0068,-10.2349,0.379576,86.8473,-28.5851,-5.33959,80.6011,-20.2475,0.530655,67.3884,164.07,-20.5135,41.0258,-661.611,-376.95,-134.745,-42.9841,-358.889,2371.13,-977.531,656.74,-57.1274,-845.73,-216.802,655.288,-703.624,220.23,-495.661,-176.738,436.48,0.0026083,-0.59483,0.0553609,-0.512381,-0.573793,-0.594935,-0.433231,-0.535417,-0.604447,-0.0470289,-0.186851,-0.936774,0.550719,-0.516699,0.450107,0.670942,-0.232262,0.409961,-0.420583,0.0184348,-0.885839
2.67,18.2546,-16.5598,-3.50719,-1.24875,4.38167,-2.03401,4.16355,20.2631,-3.71208,7.6546,-0.182522,3.53972,-2.34302,-5.47088,87.9556,6.46443,-1.45444,82.6655,24.2475,-7.08274,83.039,20.1081,-2.46031,85.6469,16.4832,-1.53535,86.3117,-10.0915,0.142755,87.4642,-30.2436,-6.32968,80.6371,-23.0892,-0.08324,1.96174,263.181,51.2753,-65.9184,-711.458,-137.676,535.156,-159.664,359.391,341.83,-2057.68,-132.855,0.0,-902.841,-193.329,778.829,-791.039,266.589,-656.781,-41.9648,618.697,0.00451751,-0.596757,0.0547819,-0.513788,-0.579019,-0.588543,-0.448039,-0.520502,-0.612324,-0.0640947,-0.176,-0.937327,0.545531,-0.51964,0.449243,0.671642,-0.221568,0.401712,-0.443183,0.0144184,-0.875444
2.68,17.4023,-16.6737,-4.08549,-0.737584,1.78639,-1.41148,5.12437,22.2695,-4.66455,6.17573,-0.478413,3.17083,0.459969,-6.10852,87.9193,6.84182,-1.19062,85.5833,24.06,-6.17898,85.9728,18.9584,-1.98202,85.666,14.2815,-1.57373,86.8344,-9.83641,-0.217914,88.4188,-31.9497,-7.49438,80.7541,-26.418,-0.907316,164.556,263.664,20.5135,89.3758,-424.79,182.62,684.064,-1546.88,-107.922,-272.48,-2448.75,223.632,-25.8729,-970.738,-13.7038,934.077,-813.483,264.174,-746.627,-70.7789,808.648,0.00661059,-0.599449,0.0538241,-0.515091,-0.583297,-0.582144,-0.465666,-0.503609,-0.618481,-0.0825937,-0.171986,-0.935685,0.538526,-0.52349,0.448638,0.671333,-0.211422,0.392121,-0.469327,0.00907997,-0.862599
